CVEGEO,Municipio,Pobreza_pct,Pobreza_extrema_pct,Carencia_servicios_pct
14085,Tamazula de Gordiano,31.6242727508,2.4009536407,9.1017853009
14086,Tapalpa,46.5939144596,7.8186008438,18.1615674928
14087,Tecalitlán,39.3811247269,3.3278441924,14.1219490245
14088,Tecolotlán,37.6400784437,2.0295642906,11.7934502735
14089,Techaluta de Montenegro,44.1072681704,5.7626566416,12.1553884712
14090,Tenamaxtlán,42.0529255691,3.1249825443,11.9117441698
14091,Teocaltiche,41.4504124036,2.8407703199,4.7910567767
14092,Teocuitatlán de Corona,44.8852333592,6.956315121,29.9618424239
14093,Tepatitlán de Morelos,28.9343009115,2.2091548777,1.8263312478
14094,Tequila,40.5531532925,6.3739932168,13.8915571586
14095,Teuchitlán,21.2274222647,1.1420991192,1.5600127348
14096,Tizapán el Alto,53.329821437,7.9443214557,10.1889963106
14097,Tlajomulco de Zúñiga,34.3858436655,3.460344116,0.4945036041
14098,Tlaquepaque,27.355165591,2.6113237313,1.6666653916
14099,Tolimán,46.1403367243,9.3040495742,39.5019516565
14100,Tomatlán,46.243949942,6.5772473622,33.1076521946
14101,Tonalá,37.1575558112,4.3275392516,3.8411063359
14102,Tonaya,28.8555727288,1.6445131376,10.1837540787
14103,Tonila,29.0012286689,1.931331058,3.3037542662
14104,Totatiche,37.16075,2.8595,6.35
14105,Tototlán,41.3914024019,4.2057156277,13.7118904297
14106,Tuxcacuesco,36.5550100424,6.1234099531,28.297255077
14107,Tuxcueca,47.8009904054,6.7822655525,3.6211699164
14108,Tuxpan,37.7896139906,4.9827609802,19.1379079078
14109,Unión de San Antonio,34.4191250163,3.7245863364,24.6952104111
14110,Unión de Tula,37.0298808142,4.3518423896,8.5583921089
14111,Valle de Guadalupe,25.9630668537,1.0384915069,4.363409693
14112,Valle de Juárez,44.5354159706,4.6640494487,9.7728032075
14113,San Gabriel,39.2503167859,5.9174599572,33.5461909536
14114,Villa Corona,41.9449291283,2.623647637,3.3770207003
14115,Villa Guerrero,49.409015025,9.9968465962,16.3606010017
14116,Villa Hidalgo,44.8784297373,4.8252499059,6.2974554992
14117,Cañadas de Obregón,32.3517611383,2.2652204339,6.6713319338
14118,Yahualica de González Gallo,39.6253992779,3.2028505084,12.6946924032
14119,Zacoalco de Torres,49.8708176234,7.99812155,12.7402009303
14120,Zapopan,26.5960583242,2.7313782181,2.3163480291
14121,Zapotiltic,35.1467174661,3.3795444228,14.1184006119
14122,Zapotitlán de Vadillo,47.6201010515,9.6330738768,34.3165369384
14123,Zapotlán del Rey,38.6116307751,5.2785204274,21.8915896654
14124,Zapotlanejo,38.031279384,4.8420000022,7.2178828215
14125,San Ignacio Cerro Gordo,39.1084667939,4.2059102438,6.9172332817
15001,Acambay,65.6881799027,17.1476829067,38.8264560021
15002,Acolman,54.6639922159,9.8858915771,20.2393058789
15003,Aculco,48.7357327871,5.65385337,24.0050140821
15004,Almoloya de Alquisiras,57.3376142553,10.0427635109,44.4510193503
15005,Almoloya de Juárez,65.2792137158,18.6585110325,29.007643928
15006,Almoloya del Río,62.2461416686,8.5310349509,3.5496382175
15007,Amanalco,68.3022197278,16.3989632551,28.9966231544
15008,Amatepec,62.4959171143,16.0792742181,60.3278518808
15009,Amecameca,59.7448752762,8.8342779884,7.0288211935
15010,Apaxco,52.7376477617,6.259464405,4.1312328495
15011,Atenco,68.2922136295,13.184218803,18.0580600002
15012,Atizapán,62.7877563082,9.9613314008,6.0828385212
15013,Atizapán de Zaragoza,38.3074404439,3.8827093467,0.747158404
15014,Atlacomulco,56.438024466,9.2712564916,17.3568539263
15015,Atlautla,75.5953023737,17.0903794471,24.0420605492
15016,Axapusco,62.8876025469,6.5045909818,8.5812011263
15017,Ayapango,47.7840745172,5.1777889196,9.1216429585
15018,Calimaya,50.653139362,6.5422236681,5.5266699884
15019,Capulhuac,60.0276410432,5.7961184491,3.4233676378
15020,Coacalco de Berriozábal,28.6164326509,2.4690179047,0.1036818802
15021,Coatepec Harinas,50.08416534,5.5451112538,25.7727752719
15022,Cocotitlán,51.3209170994,5.0555475167,9.3326428873
15023,Coyotepec,54.0984652408,7.4851677319,6.5017860589
15024,Cuautitlán,34.1182412038,2.9564408076,2.6105825921
15025,Chalco,58.0802286367,11.9108145873,11.0995127261
15026,Chapa de Mota,66.9604055611,12.8764488452,32.0412475453
15027,Chapultepec,42.2578757213,3.6346824939,4.1090908577
15028,Chiautla,60.5491777607,9.9678560042,12.6482520449
15029,Chicoloapan,55.6191944067,9.6356825222,6.984357548
15030,Chiconcuac,64.1912464186,9.0385845499,6.2124561039
15031,Chimalhuacán,68.8681144074,13.0562889581,1.6603552067
15032,Donato Guerra,77.8331366589,25.2879381311,35.983093351
15033,Ecatepec de Morelos,43.4944553744,5.3442143881,1.8246573295
15034,Ecatzingo,62.3925405642,14.1873191971,29.576241732
15035,Huehuetoca,47.5871783898,5.1463442842,4.0601218745
15036,Hueypoxtla,67.5106453953,9.3721687629,5.5623843228
15037,Huixquilucan,51.3181607254,6.9003700943,17.4247298365
15038,Isidro Fabela,37.2641323272,4.2160336467,16.4909571729
15039,Ixtapaluca,54.181767735,8.1833923214,3.6353317692
15040,Ixtapan de la Sal,50.2789803028,4.6295039062,5.2639040999
15041,Ixtapan del Oro,80.9428838951,18.5371410737,47.3470661673
15042,Ixtlahuaca,76.3726210239,20.1469505391,41.4811872009
15043,Xalatlaco,64.2478305042,12.1093861428,13.5601713694
15044,Jaltenco,51.7388490933,3.6880310045,0.3502284759
15045,Jilotepec,49.8418128471,7.313942846,19.7081578058
15046,Jilotzingo,45.8004005608,3.0901102361,9.6328257005
15047,Jiquipilco,71.4268466983,19.5992438669,31.4495113853
15048,Jocotitlán,54.3533537391,7.3878489909,15.302164218
15049,Joquicingo,69.9038349975,13.106144153,27.2203405165
15050,Juchitepec,70.5398362562,7.8472144794,5.2464574725
15051,Lerma,34.8463641916,4.002170225,4.3700963992
15052,Malinalco,66.5148324663,17.0210076998,43.4501813802
15053,Melchor Ocampo,53.4570887162,6.1870999809,2.5359453901
15054,Metepec,33.2438820822,3.0656660491,3.8334687764
15055,Mexicaltzingo,53.9971960811,5.752225212,4.3540740333
15056,Morelos,72.832969725,17.3285789158,29.1880547724
15057,Naucalpan de Juárez,42.6054903693,4.8604010942,4.1704113203
15058,Nezahualcóyotl,46.4596328984,5.1419148981,0.4236231611
15059,Nextlalpan,54.1022122604,6.3217181479,3.9230912237
15060,Nicolás Romero,51.3955346593,7.9946716158,19.6341093324
15061,Nopaltepec,60.2449484511,2.4007049409,3.9095892993
15062,Ocoyoacac,49.1519732841,7.542248217,8.0066758025
15063,Ocuilan,64.5524811358,12.08287398,31.893063548
15064,El Oro,61.1183109954,11.7989578004,23.5868493488
15065,Otumba,63.1603927138,7.3903512223,10.7298381202
15066,Otzoloapan,64.9333614509,8.2787853226,33.69886124
15067,Otzolotepec,61.7488379513,12.372144376,25.6277490941
15068,Ozumba,65.8886948626,12.6428712708,25.1646126518
15069,Papalotla,48.234496124,4.4537037037,1.1197243755
15070,La Paz,62.6520699406,13.6498265014,10.2459611624
15071,Polotitlán,47.0906171092,4.0685772114,14.1434489303
15072,Rayón,48.476595295,2.6756519555,0.850347802
15073,San Antonio la Isla,44.884254853,3.9980044856,2.4188068134
15074,San Felipe del Progreso,75.3629744891,26.9560793892,49.6899330506
15075,San Martín de las Pirámides,48.5963103196,3.6730765961,7.3419878956
15076,San Mateo Atenco,53.9454240722,9.9711002296,8.9838270394
15077,San Simón de Guerrero,61.1367953431,11.3602941176,49.21875
15078,Santo Tomás,55.0455855664,8.2252588876,29.4864951425
15079,Soyaniquilpan de Juárez,50.3056864311,5.8065572326,28.33740516
15080,Sultepec,66.1149918814,14.6608615998,58.936725725
15081,Tecámac,40.2276858559,4.1544012612,1.4193752588
15082,Tejupilco,59.7528869367,13.0958365555,39.7185215533
15083,Temamatla,46.5562870157,5.9749251499,10.2101224006
15084,Temascalapa,61.9682324524,9.4548293561,22.7394961302
15085,Temascalcingo,67.883639856,20.8031664856,38.333718079
15086,Temascaltepec,62.4446737796,13.4041450122,43.9388677789
15087,Temoaya,61.9723155885,18.13321768,43.479574203
15088,Tenancingo,62.7421384982,13.3914907685,21.7393184888
15089,Tenango del Aire,58.5153025943,5.3388298361,3.4656718722
15090,Tenango del Valle,67.4900475069,14.2320318781,16.0866081051
15091,Teoloyucan,52.2369282325,5.4457751312,7.4794633768
15092,Teotihuacán,54.7045122349,5.9046703846,6.3730745969
15093,Tepetlaoxtoc,56.2554007569,5.5531165204,8.8588938072
15094,Tepetlixpa,64.1953789007,11.9333456982,21.8039021601
15095,Tepotzotlán,46.324140968,6.0523319497,4.721334073
15096,Tequixquiac,61.8364958483,6.3034589014,9.4189949619
15097,Texcaltitlán,56.5884462699,10.0398551735,26.6924457017
15098,Texcalyacac,53.8325824473,3.3789872049,2.8293386196
15099,Texcoco,56.4142146739,9.8004992218,19.5516583718
15100,Tezoyuca,63.5026970671,10.3427162256,26.4519273513
15101,Tianguistenco,60.4360056479,12.5151390329,21.492588144
15102,Timilpan,45.2215502584,4.0804295855,19.2947027524
15103,Tlalmanalco,51.5247548207,6.5332252545,10.6143156259
15104,Tlalnepantla de Baz,36.6906609961,3.9195149073,0.2006630804
15105,Tlatlaya,60.8475174082,15.6268780263,68.8750503511
15106,Toluca,51.8394398603,10.8403573512,15.7504274862
15107,Tonatico,49.0530516651,3.7910628988,12.3269812959
15108,Tultepec,43.2215366943,5.0793493291,1.1151763752
15109,Tultitlán,42.2179774733,5.0507234243,1.5611330289
15110,Valle de Bravo,59.9561438306,9.5007901236,9.3481391158
15111,Villa de Allende,73.7555257396,19.4867795009,40.0330228654
15112,Villa del Carbón,64.7393711545,13.6112491554,29.4537353138
15113,Villa Guerrero,66.6147158622,13.9646737187,38.4478500728
15114,Villa Victoria,71.863039916,23.7060667539,48.2069342658
15115,Xonacatlán,60.7435771795,10.1615540733,17.8336070146
15116,Zacazonapan,56.6893787575,6.2853707415,19.7595190381
15117,Zacualpan,65.2188617942,14.8201683323,63.724495902
15118,Zinacantepec,52.4587476449,9.729370733,16.175497103
15119,Zumpahuacán,77.5774740127,22.3072680292,53.4363908086
15120,Zumpango,58.5394183314,7.84391503,1.9502283911
15121,Cuautitlán Izcalli,31.5253340169,3.6603958216,4.3178870189
15122,Valle de Chalco Solidaridad,66.2794809789,13.0634071381,2.9674983752
15123,Luvianos,74.8870475376,22.6277896434,55.2223430798
15124,San José del Rincón,77.0493163791,24.851531723,54.978743256
15125,Tonanitla,52.8015284877,9.0147998272,9.1055085891
16001,Acuitzio,55.515502996,10.5321075865,28.3493577129
16002,Aguililla,62.7704886175,14.1479962592,21.7390186333
16003,Álvaro Obregón,62.0736318103,12.1892923002,17.2346732967
16004,Angamacutiro,46.376128978,6.1754099459,19.7998721518
16005,Angangueo,61.3534929987,13.5031097607,38.5521249772
16006,Apatzingán,41.3252290168,6.2211524753,12.6890243252
16007,Aporo,55.8695901404,10.218973918,25.7380338206
16008,Aquila,48.8245162191,16.1753072078,63.2295484361
16009,Ario,45.7273171451,6.9615633578,22.7511861727
16010,Arteaga,46.9374407828,8.5928523056,35.2745448719
16011,Briseñas,44.991066517,4.858954371,3.3430160843
16012,Buenavista,51.9021647487,5.5929916751,15.588070844
16013,Carácuaro,62.5799091941,11.9838819523,39.772985244
16014,Coahuayana,47.4456302416,7.6825689571,20.9242036547
16015,Coalcomán de Vázquez Pallares,50.4323833568,7.7664540063,29.6047004068
16016,Coeneo,49.0580717576,11.6384238841,29.9610400073
16017,Contepec,58.5349873116,10.3431616068,21.7793584406
16018,Copándaro,66.0622989492,8.8555650869,21.8743298306
16019,Cotija,46.6173234205,5.1767565141,15.5699000457
16020,Cuitzeo,65.2823076918,13.2988679655,17.3317244758
16021,Charapan,81.4433444754,31.4287293979,77.7273548703
16022,Charo,44.3979854656,6.6643845596,12.9093573602
16023,Chavinda,53.3383945492,8.790063204,12.2777125411
16024,Cherán,76.5427407616,26.9558114263,57.7623655103
16025,Chilchota,66.6234743062,20.6269752412,49.8974542449
16026,Chinicuila,41.614965096,4.4232111693,34.6204188482
16027,Chucándiro,49.9077679852,5.3513014962,19.1227710596
16028,Churintzio,38.6297249159,1.9853552345,7.0849000594
16029,Churumuco,62.937867706,14.63938253,52.9591055776
16030,Ecuandureo,45.1604030129,6.3292566847,12.8753017835
16031,Epitacio Huerta,52.6047938907,8.3438993492,18.6491391011
16032,Erongarícuaro,56.6782466391,14.4499514445,34.1642256433
16033,Gabriel Zamora,47.807340172400004,6.8687913544,22.0657818752
16034,Hidalgo,66.2604617796,16.3538221218,18.5164301687
16035,La Huacana,59.4503251953,12.9604605491,38.5212964726
16036,Huandacareo,49.06736481,7.5115108319,8.6411585858
16037,Huaniqueo,46.2240863571,6.4810768631,17.7136168552
16038,Huetamo,41.8542908516,7.4747087818,32.7733008919
16039,Huiramba,53.9965011287,5.3634311512,10.9029345372
16040,Indaparapeo,65.8328789152,17.5052645423,30.9007527737
16041,Irimbo,61.9799201938,11.7690403146,20.6580019383
16042,Ixtlán,47.0997716154,5.9955719256,10.3603530203
16043,Jacona,47.2395381052,8.7902434789,8.3172986671
16044,Jiménez,44.6776253066,5.9578477089,15.0184301516
16045,Jiquilpan,41.4213788664,4.9733851063,6.1280860187
16046,Juárez,61.8928433821,13.1130143507,24.0640047804
16047,Jungapeo,50.5798886391,9.0136354384,39.0245261953
16048,Lagunillas,61.0734693878,6.1091393079,6.1224489796
16049,Madero,70.2472831891,17.4942528789,24.362499505
16050,Maravatío,60.0974075071,10.3579936146,17.9316983722
16051,Marcos Castellanos,39.7153535603,3.4765523216,5.514600359
16052,Lázaro Cárdenas,31.099846728,4.6931927547,8.3246815074
16053,Morelia,27.2546418088,3.4073044699,5.0255204152
16054,Morelos,46.6906910779,4.01057246,22.0474471377
16055,Múgica,54.7953502388,10.7440483813,26.0595895566
16056,Nahuatzen,78.1637148746,30.1371426716,72.3024831509
16057,Nocupétaro,59.957996769,10.3270784143,39.2692929042
16058,Nuevo Parangaricutiro,55.7017364914,9.0611546485,16.2661959265
16059,Nuevo Urecho,43.3153724247,5.3206927779,37.1971926647
16060,Numarán,55.5035499727,3.9804478427,5.8438012015
16061,Ocampo,77.2861272348,26.2787618822,48.4091690875
16062,Pajacuarán,68.1933911152,16.5701099049,16.1126806785
16063,Panindícuaro,50.2318302234,7.9498157965,23.7594458065
16064,Parácuaro,59.651052747,13.5413121082,39.3298399475
16065,Paracho,60.7185322754,18.3422491145,53.1113121052
16066,Pátzcuaro,51.6130985403,11.9138963953,24.8904412742
16067,Penjamillo,49.6008898417,6.9669452645,25.0655598361
16068,Peribán,34.4201235329,4.2008933775,9.3470950578
16069,La Piedad,35.7409144547,3.6472559855,5.1900421963
16070,Purépero,43.5781896367,3.1981726913,5.2709763673
16071,Puruándiro,51.7888832659,6.3353538179,14.2474955804
16072,Queréndaro,61.4189047953,11.2237170711,10.8610917589
16073,Quiroga,62.3267922396,12.5081664936,27.450916362
16074,Cojumatlán de Régules,59.0846627037,8.0256676465,17.6735393418
16075,Los Reyes,44.3672805032,7.1262331966,16.9177165071
16076,Sahuayo,46.2028423038,5.8877017254,1.931502837
16077,San Lucas,53.8620442639,13.1355506993,42.6461610929
16078,Santa Ana Maya,57.9663341901,9.4631452598,14.7695893617
16079,Salvador Escalante,62.4039048445,14.3264517003,37.8222783028
16080,Senguio,58.0326195918,12.7532604878,34.6122207933
16081,Susupuato,65.3021344595,15.1118593768,44.0703116083
16082,Tacámbaro,42.0701759045,5.9666663782,20.7231511971
16083,Tancítaro,28.4995124073,4.2743786657,32.9765514868
16084,Tangamandapio,61.8770026762,19.7682722623,35.8397626507
16085,Tangancícuaro,48.0661326397,8.5299007234,19.2753144439
16086,Tanhuato,39.6027783545,4.3963137411,3.6306976669
16087,Taretan,31.5795960376,2.6654620984,15.8820322916
16088,Tarímbaro,33.3912073481,3.6749167217,4.3914317548
16089,Tepalcatepec,30.6015593778,2.6679608586,23.1622139125
16090,Tingambato,64.6674171219,16.6821168002,34.9349978731
16091,Tingüindín,39.8425802265,5.6555997903,22.4881899673
16092,Tiquicheo de Nicolás Romero,54.118181194,13.3347286845,58.629571759
16093,Tlalpujahua,60.1112792115,14.1759301448,33.4478276983
16094,Tlazazalca,43.5904868674,3.5709481102,15.2146060218
16095,Tocumbo,31.9412534468,4.1642436257,12.9547791422
16096,Tumbiscatío,53.3461254613,12.8068265683,45.7933579336
16097,Turicato,52.2934709491,9.7723860589,38.5976798262
16098,Tuxpan,50.720737359,8.6448258356,24.1071504797
16099,Tuzantla,63.0240091639,15.4754536587,42.8068831789
16100,Tzintzuntzan,63.2895035715,14.8800553095,33.1552054171
16101,Tzitzio,65.785129847,17.9194829835,39.6655994308
16102,Uruapan,42.1475574411,8.0180204875,13.4453801773
16103,Venustiano Carranza,61.1710922104,10.4872846416,6.2474068704
16104,Villamar,39.7885202807,5.5352287859,16.0697775549
16105,Vista Hermosa,44.7738817711,4.7341123286,8.3269651009
16106,Yurécuaro,48.7835854612,8.27242148,6.4233813722
16107,Zacapu,46.4933124203,8.8150288899,8.3389872312
16108,Zamora,44.0204675577,6.9096310508,5.3625373126
16109,Zináparo,28.4551948052,1.5246753247,10.1623376623
16110,Zinapécuaro,52.4379251465,7.761422386,8.8966562194
16111,Ziracuaretiro,60.6329118326,20.1349740989,35.7083783807
16112,Zitácuaro,58.6152396648,14.2167738555,20.3854202746
16113,José Sixto Verduzco,51.5234520138,5.6408394565,12.9448302858
17001,Amacuzac,62.777537721,13.3491160185,38.3199792544
17002,Atlatlahucan,54.3941327167,12.282254989,35.9763389521
17003,Axochiapan,72.378750843,23.3182052107,46.4389206432
17004,Ayala,56.6240843391,10.0602299819,29.0853416438
17005,Coatlán del Río,59.9607021906,10.7956082753,37.0371595807
17006,Cuautla,51.2384064565,8.3765719983,8.9475269995
17007,Cuernavaca,37.2727442235,4.4342718189,5.8144406138
17008,Emiliano Zapata,49.1451651894,8.2600710243,7.0007986053
17009,Huitzilac,46.2934416662,9.3121674855,33.9312967933
17010,Jantetelco,64.0331636264,10.2863068701,27.7431962035
17011,Jiutepec,42.6919738929,5.080178692,4.9936651595
17012,Jojutla,53.388347438,9.7090912611,13.4397127357
17013,Jonacatepec,70.4993706266,17.3430092144,30.3928536457
17014,Mazatepec,48.9889373471,7.9387299223,18.2108286353
17015,Miacatlán,50.5071699528,7.6020504033,18.4495335235
17016,Ocuituco,75.1096740756,21.6567988762,54.4903781534
17017,Puente de Ixtla,62.2983037417,11.8940189871,18.1727981999
17018,Temixco,61.5407030016,13.1867305425,17.7969520918
17019,Tepalcingo,68.041030554,14.2617736675,39.8240499083
17020,Tepoztlán,45.3288906936,9.2980236602,37.8402837178
17021,Tetecala,58.6106420051,8.8429164991,17.115668141
17022,Tetela del Volcán,79.161849395,19.7657374035,43.4469662589
17023,Tlalnepantla,69.3645087001,15.3728249744,49.3986693961
17024,Tlaltizapán,59.0812959785,8.9485769412,14.7041885466
17025,Tlaquiltenango,57.9660738945,9.5954549602,28.6698398423
17026,Tlayacapan,48.8065745528,9.2321558874,30.2029993529
17027,Totolapan,73.1927281741,20.2492984155,54.6679227879
17028,Xochitepec,61.1589098584,8.7660163386,11.802235922
17029,Yautepec,55.3036656212,9.0377577809,17.6594329339
17030,Yecapixtla,67.9109192453,13.2345723496,31.4504854922
17031,Zacatepec,45.6123372611,4.9450208968,3.9201659016
17032,Zacualpan,61.9829164124,6.755033557,21.7205613179
17033,Temoac,75.3459631815,13.7253677708,30.0109020694
17034,Coatetelco,83.854587958,40.316499552,66.3380930057
17035,Xoxocotla,79.4872180764,32.963799512,58.73212647
17036,Hueyapan,87.3408331191,31.7837490357,68.9251735665
18001,Acaponeta,38.1342627289,3.3907892501,17.3319234741
18002,Ahuacatlán,23.3363602831,0.6876567047,8.1614615906
18003,Amatlán de Cañas,29.1090062106,1.0661852205,6.0935543975
18004,Compostela,36.5196978194,1.9078807429,6.5550070624
18005,Huajicori,76.7751184032,31.8543640054,61.7219215156
18006,Ixtlán del Río,35.3013426553,1.2314809459,3.0875511018
18007,Jala,55.0448405138,5.1913126613,17.562023543
18008,Xalisco,19.8048741206,0.8815735031,7.220324439
18009,Del Nayar,89.1752560856,55.6407729336,86.9641594233
18010,Rosamorada,39.5704325747,5.0743879496,28.6351994956
18011,Ruíz,40.3523326196,4.0899245335,17.7476837626
18012,San Blas,32.6990032833,2.0113001353,13.0655715254
18013,San Pedro Lagunillas,34.6723248235,1.1485605649,6.3145029875
18014,Santa María del Oro,29.8207064606,1.7510213328,10.3000156437
18015,Santiago Ixcuintla,23.4013742882,1.1925350008,15.1936213872
18016,Tecuala,31.9261836026,1.7422796772,9.0348193132
18017,Tepic,21.6182213948,0.7847512185,3.5719169697
18018,Tuxpan,32.1854499377,1.3323083428,5.1244040945
18019,La Yesca,69.5608777904,25.1629965948,46.9996216421
18020,Bahía de Banderas,29.8961424034,1.6481511713,7.1817201848
19001,Abasolo,10.3794076164,0.5123413258,3.1029619182
19002,Agualeguas,8.7050228311,0.4261796043,3.4703196347
19003,Los Aldamas,12.5450549451,0.5047619048,3.4432234432
19004,Allende,22.5890870607,0.9077863414,1.7501709323
19005,Anáhuac,33.2733116028,1.5555535396,5.9021816438
19006,Apodaca,14.2146887417,0.8004974748,0.3817686382
19007,Aramberri,54.7792631127,10.0095179027,34.5365486869
19008,Bustamante,31.8404624277,1.0815028902,2.8901734104
19009,Cadereyta Jiménez,21.0892394453,1.4207458501,2.3370591107
19010,Carmen,28.4480744185,1.7912260081,0.4225933104
19011,Cerralvo,11.0137025407,0.9209249215,3.5683699686
19012,Ciénega de Flores,23.6907977994,1.582255162,0.7570645569
19013,China,17.2188623388,1.0244237682,10.3298794671
19014,Dr. Arroyo,57.4187440621,12.5713031646,57.1490657673
19015,Dr. Coss,13.9083665339,0.9832669323,10.0398406375
19016,Dr. González,15.2109251658,1.2882854436,6.4730028418
19017,Galeana,41.571509173,5.5320932525,25.0407894205
19018,García,22.5824550673,1.3241637125,1.6370361777
19019,San Pedro Garza García,5.4509509601,0.2847287207,0.2829405518
19020,Gral. Bravo,18.2797687861,1.4583815029,5.4527938343
19021,Gral. Escobedo,24.958969658,2.0631189688,2.53549443
19022,Gral. Terán,12.2754409033,0.9380441122,14.2702981537
19023,Gral. Treviño,10.8124287343,0.7594070696,2.5085518814
19024,Gral. Zaragoza,65.7131027764,19.6197434648,44.5526871245
19025,Gral. Zuazua,23.8388131902,1.4475976706,0.8554864614
19026,Guadalupe,15.8025800155,0.779821626,2.8614235372
19027,Los Herreras,10.4058981233,0.8991957105,4.5040214477
19028,Higueras,9.985915493,1.2705707932,4.447739066
19029,Hualahuises,23.6863062004,0.562004114,6.4061122539
19030,Iturbide,36.7345077068,5.8078011953,19.0940547342
19031,Juárez,24.4169690785,1.6453563727,0.7121834425
19032,Lampazos de Naranjo,15.1187888199,0.4293478261,5.9200310559
19033,Linares,26.7416582822,2.3310718273,14.2749913101
19034,Marín,9.8384201077,0.6082186316,2.6730500698
19035,Melchor Ocampo,10.0690150971,0.2379583034,2.0848310568
19036,Mier y Noriega,65.1458001063,21.3534024455,68.4609250399
19037,Mina,16.0436733989,1.9188675988,8.9245641291
19038,Montemorelos,18.2126254456,0.6304651768,6.9815913328
19039,Monterrey,19.2234808152,1.7653326618,0.542277316
19040,Parás,7.3178206583,0.2463110102,3.9727582293
19041,Pesquería,23.4605094139,1.2736477338,0.5761580141
19042,Los Ramones,20.7183673469,2.0750242954,11.4285714286
19043,Rayones,35.2018900344,4.8548109966,22.5515463918
19044,Sabinas Hidalgo,24.660729387,0.9595747532,3.1387012988
19045,Salinas Victoria,27.3805260143,1.8428659869,2.9141829015
19046,San Nicolás de los Garza,10.8436917705,0.367498605,0.1322119422
19047,Hidalgo,23.2950242634,1.1458272336,2.6645770341
19048,Santa Catarina,16.4543950549,0.8304680758,0.6539912252
19049,Santiago,12.3970355644,0.7281555269,5.1188056175
19050,Vallecillo,11.6144010767,0.8990578735,10.7671601615
19051,Villaldama,12.3554641598,0.9809048179,5.1116333725
20001,Abejones,93.5726495726,24.293040293,36.3858363858
20002,Acatlán de Pérez Figueroa,59.4122449347,18.5533870071,57.5697644954
20003,Asunción Cacalotepec,90.3969869707,34.7263843648,85.342019544
20004,Asunción Cuyotepeji,63.2315498155,15.7684501845,40.036900369
20005,Asunción Ixtaltepec,30.9591630883,4.5469341243,38.671741494
20006,Asunción Nochixtlán,75.8978864516,22.1545149696,48.5895927854
20007,Asunción Ocotlán,83.5954391892,41.1541385135,82.8969594595
20008,Asunción Tlacolulita,70.4447552448,17.606993007,57.3426573427
20009,Ayotzintepec,94.1594846735,45.3011994669,59.9733451799
20010,El Barrio de la Soledad,23.141965892,4.6172935026,24.8234235313
20011,Calihualá,83.4387351779,39.4023715415,75.0197628458
20012,Candelaria Loxicha,84.6602523373,44.7531996006,84.4603794136
20013,Ciénega de Zimatlán,69.4041639128,8.9600132188,18.7706543291
20014,Ciudad Ixtepec,30.0455142989,4.3552372704,22.6834462437
20015,Coatecas Altas,95.1122760198,50.4521540221,84.3309187953
20016,Coicoyán de las Flores,99.3030564856,82.3504698132,93.2714115995
20017,La Compañía,85.8950755456,32.589815333,76.3010632345
20018,Concepción Buenavista,75.8998664887,23.7983978638,55.4072096128
20019,Concepción Pápalo,93.0838589981,34.5250463822,45.8256029685
20020,Constancia del Rosario,78.3394436058,42.9607504852,71.0373086047
20021,Cosolapa,56.9123750786,15.3737320486,47.2113866017
20022,Cosoltepec,75.8884408602,23.5456989247,63.7096774194
20023,Cuilápam de Guerrero,57.4082216143,20.086296298,60.7472977892
20024,Cuyamecalco Villa de Zaragoza,93.7411665732,46.5344924285,60.5720695457
20025,Chahuites,63.4655204744,20.4753769012,64.9520555896
20026,Chalcatongo de Hidalgo,82.3466274997,25.3793921591,67.5403909163
20027,Chiquihuitlán de Benito Juárez,88.747446611,32.2033426184,53.8997214485
20028,Heroica Ciudad de Ejutla de Crespo,66.0803749925,19.7505780541,55.7441870844
20029,Eloxochitlán de Flores Magón,91.1319662244,48.3203860072,85.7659831122
20030,El Espinal,24.3559381179,2.3350005816,8.2005350704
20031,Tamazulápam del Espíritu Santo,88.7676752982,31.5023276113,59.2813500145
20032,Fresnillo de Trujano,75.3221288515,18.9934640523,60.3174603175
20033,Guadalupe Etla,25.1096428571,4.1996428571,14.2142857143
20034,Guadalupe de Ramírez,68.2630331754,14.4826224329,46.6034755134
20035,Guelatao de Juárez,28.3586956522,1.0235507246,7.2463768116
20036,Guevea de Humboldt,80.6476833977,24.7422779923,58.3397683398
20037,Mesones Hidalgo,87.1914450867,42.8973410405,86.3583815029
20038,Villa Hidalgo,77.2662337662,19.8814935065,32.683982684
20039,Heroica Ciudad de Huajuapan de León,45.4256378203,10.4012328432,18.7202374908
20040,Huautepec,97.4696202532,75.2863924051,95.8544303797
20041,Huautla de Jiménez,82.0483560236,40.0829694323,70.7455689699
20042,Ixtlán de Juárez,74.4190932547,15.7107752795,29.3033542204
20043,Heroica Ciudad de Juchitán de Zaragoza,50.8645826431,16.0261219661,28.4548719887
20044,Loma Bonita,66.4666867804,19.0580969205,29.3859853099
20045,Magdalena Apasco,27.1369863014,1.91755217,5.9019331712
20046,Magdalena Jaltepec,83.4354050279,22.7126396648,69.6578212291
20047,Santa Magdalena Jicotlán,67.875,10.4,52.5
20048,Magdalena Mixtepec,95.6944644141,56.228612509,97.9151689432
20049,Magdalena Ocotlán,75.6425495263,28.1472868217,87.0801033592
20050,Magdalena Peñasco,91.2942329227,29.6956886898,94.764837626
20051,Magdalena Teitipac,94.1411134904,48.9809421842,83.426124197
